,ampl,autocor,br_fa,eta,famp,mad,stet_K,totvar,Q,M,pTime,pAmp,VType,EPIC,peak1_period,peak2_period,peak3_period,peak1_amp,peak2_amp,peak3_amp,num_sigpeaks
21,415.96941019999997,16,1.197724782,0.06679606,966.2512648000001,98.00098356,0.792366564,76.5445531,0.55,0.11,1.81,0.02,MP,203690414,127.93684270000013,38.38105281000003,19.190526405000014,0.1409006448459755,0.017314501724174237,0.013272624577360496,3
22,1129.934471,39,1.024787482,0.009659078,885.4817042999999,407.5233546,0.8318270720000001,422.2039098,0.24,0.01,4.9,0.09,QPS,203703016,378.7025458500011,9.467563646250028,12.623418195000038,0.041369808103521546,0.0020205288408368352,0.002703763635190742,1
23,26605.63983,31,0.902964482,0.0033878140000000003,69520.94338,8135.361854000001,0.823688485,11115.53774,0.38,-0.11,3.73,0.03,MP,203710077,14.196286424074026,127.76657781666626,18.25236825952375,0.003148198377144687,0.09107475334021914,0.007370594594553273,1
24,2218.0786359999997,23,2.102191408,0.021381532,1096.598254,406.69243389999997,0.761283817,556.7158860000001,0.53,0.52,3.29,0.13,QPD,203712588,191.90533902499965,38.38106780499993,1000.0,0.04175973739075421,0.025436859591018938,1000.0,2
25,7105.568548,40,0.505431242,0.03307171,5074.931961,1090.851658,0.661448281,1146.5057140000001,0.83,-0.42,31.08,0.46,B,203716389,383.6063555999999,7.377045299999999,11.624435018181817,0.28743273620114135,0.02895890233253586,0.07598940595964901,3
26,5956.574621,21,0.76076657,0.053315645999999994,2905.4248629999997,1066.3816160000001,0.788835466,945.2792561000001,0.87,-0.28,10.95,0.26,B,203725791,14.761943136538513,95.95263038750034,8.92582608255817,0.11470229838878668,0.028784194210875403,0.06074863311315172,3
27,9829.498725,16,2.998585168,0.019398086999999998,4337.757382,1603.66064,0.558570175,1651.585557,0.91,0.72,11.16,0.18,APD,203749770,378.7026556499995,9.965859359210514,21.039036424999974,0.31926126312333125,0.1044352264984432,0.08790794581366816,3
28,8107.266214,18,1.6949617240000001,0.023540784,4395.0358289999995,1353.482152,0.723287986,1117.4990189999999,0.9,0.37,4.94,0.29,APD,203750883,378.7025300000005,1000.0,1000.0,0.1941567185722031,1000.0,1000.0,1
29,433.67997310000004,15,2.005304735,0.036699685,177.9721977,74.08801455,0.772152548,38.72946471,0.42,0.47,1.81,0.08,QPD,203770366,383.81056270000045,19.190528135000022,29.52388943846157,0.10512308569671577,0.02991750792632782,0.02069583050505969,3
30,2340.605852,99,1.586813653,0.006138701999999999,2065.325449,572.045649,0.773795089,375.7942414,0.34,0.32,12.5,0.19,QPS,203770559,378.7026250500002,47.33782813125003,27.050187503571447,0.07530114485060008,0.06033742906520648,0.054481012478012424,3
31,394.7027373,23,1.138865201,0.025013101,347.0880628,152.187218,0.84805034,198.9117803,0.07,0.1,2.29,0.07,P,203770673,383.8105618999998,42.645617988888866,27.415040135714275,0.15232017196169242,0.02570572046512487,0.02291216119087273,3
